Animal ID;Name;DateTime;Date of Birth;Outcome Type;Outcome Subtype;Animal Type;Sex upon Outcome;Age upon Outcome;Breed;Color
A806513;Honey;11/07/2019 12:00:00 AM;04/11/2018;Transfer;Partner;Dog;Intact Female;1 year;Pbgv Mix;Brown/White
A788026;Alai;01/28/2019 05:56:00 PM;11/15/2018;Adoption;;Dog;Spayed Female;2 months;Border Collie;White/Black
A821057;*Paprika;09/23/2020 08:52:00 AM;06/03/2020;Adoption;Foster;Dog;Neutered Male;3 months;Miniature Pinscher;Brown
A804335;;09/14/2019 09:34:00 AM;09/13/2018;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Brown
A806269;Vincent;11/12/2019 04:14:00 PM;09/03/2019;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair;Black/Black
A655627;Maggie;10/18/2019 03:31:00 PM;06/03/2008;Return to Owner;;Dog;Intact Female;11 years;Bulldog;White/Brown
A800830;;07/27/2019 03:10:00 PM;06/30/2019;Transfer;Partner;Cat;Unknown;3 weeks;Domestic Shorthair;White
A823667;*Martina;11/03/2020 07:37:00 AM;10/07/2014;Adoption;Foster;Dog;Spayed Female;6 years;Dachshund;Black/Brown
A791802;*Oreo;10/15/2019 07:32:00 PM;06/02/2018;Adoption;Foster;Dog;Neutered Male;1 year;Pit Bull/Australian Cattle Dog;White/Black
A800718;;07/25/2019 06:39:00 PM;07/18/2019;Transfer;Partner;Cat;Intact Female;1 week;Domestic Shorthair;Gray Tabby
A795896;Bella;05/27/2019 04:23:00 PM;01/27/2019;Adoption;;Dog;Spayed Female;3 months;Pomeranian;Red
A795806;Kyle;06/11/2019 02:35:00 PM;11/24/2017;Transfer;Partner;Dog;Intact Male;1 year;Pointer Mix;Black/White
A815259;*Sterling;11/14/2020 12:18:00 PM;03/13/2017;Adoption;;Dog;Neutered Male;3 years;Plott Hound Mix;Brown Brindle/White
A802894;*Tonks;08/31/2019 01:16:00 PM;05/24/2019;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair;Cream Tabby
A805427;*Westley;11/23/2019 02:48:00 PM;09/26/2017;Adoption;;Cat;Intact Male;2 years;Domestic Shorthair;Black/White
A810745;*Pierce;01/05/2020 02:54:00 PM;12/19/2018;Adoption;;Dog;Neutered Male;1 year;Catahoula/Labrador Retriever;Black/White
A798285;;06/27/2019 07:08:00 PM;06/24/2017;Transfer;Partner;Dog;Intact Male;2 years;Border Collie;Blue Merle/White
A797293;;06/11/2019 06:13:00 PM;05/27/2019;Transfer;Partner;Cat;Unknown;2 weeks;Domestic Shorthair;Black
A787331;;01/13/2019 07:54:00 PM;01/11/2018;Transfer;Partner;Cat;Intact Female;1 year;Domestic Shorthair Mix;Silver Tabby
A787071;Cynthia;01/08/2019 04:34:00 PM;01/07/2014;Transfer;Partner;Dog;Spayed Female;5 years;Miniature Schnauzer/Miniature Poodle;White/Black
A790234;;03/06/2019 06:05:00 PM;03/03/2019;Transfer;Partner;Cat;Intact Female;3 days;Domestic Shorthair Mix;Brown Tabby
A797254;;06/11/2019 04:38:00 PM;05/21/2019;Transfer;Partner;Cat;Unknown;3 weeks;Domestic Shorthair;Orange Tabby
A790245;;03/06/2019 06:08:00 PM;02/13/2019;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Torbie
A795333;*Waffles;05/22/2019 02:51:00 PM;04/19/2019;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Medium Hair;Calico
A811881;Dottie;01/17/2020 10:44:00 AM;01/11/2017;Adoption;;Dog;Spayed Female;3 years;Jindo Mix;Red
A795520;Harley;05/26/2019 12:27:00 PM;05/21/2010;Adoption;;Dog;Neutered Male;9 years;Dachshund Longhair;Black/Brown
A795779;*Maya;07/04/2019 03:07:00 PM;05/24/2018;Adoption;;Cat;Spayed Female;1 year;Domestic Shorthair;Calico
A795630;;05/22/2019 04:29:00 PM;11/22/2018;Euthanasia;Rabies Risk;Other;Unknown;5 months;Skunk;Black/White
A788619;*Abby;03/10/2019 03:22:00 PM;10/05/2018;Adoption;;Dog;Spayed Female;5 months;Labrador Retriever Mix;Black/White
A741346;Noro;08/25/2019 05:05:00 PM;12/31/2011;Adoption;;Dog;Neutered Male;7 years;Labrador Retriever Mix;Brown/White
A800706;Sara;02/15/2020 02:27:00 PM;07/25/2013;Adoption;;Cat;Spayed Female;6 years;Domestic Shorthair;White/Brown Tabby
A811090;;01/02/2020 10:50:00 AM;12/27/2017;Transfer;Snr;Cat;Intact Female;2 years;Domestic Shorthair;Brown Tabby
A806179;Minnie;11/01/2019 08:01:00 AM;10/06/2011;Adoption;Foster;Dog;Spayed Female;8 years;Chihuahua Shorthair Mix;Black/Brown
A787231;Yen;01/11/2019 03:43:00 PM;01/09/2017;Return to Owner;;Dog;Intact Female;2 years;Plott Hound/Labrador Retriever;Brown Brindle/White
A795168;;05/20/2019 09:55:00 PM;03/16/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair;Tortie
A803880;*Oakley;02/11/2020 07:35:00 PM;09/07/2016;Adoption;;Dog;Spayed Female;3 years;Siberian Husky Mix;Black/White
A822357;Stubbs;09/05/2020 04:47:00 PM;09/02/2015;Transfer;Partner;Dog;Intact Male;5 years;English Bulldog;Black/White
A823926;;11/05/2020 01:32:00 PM;08/02/2020;Adoption;Foster;Cat;Spayed Female;3 months;Domestic Shorthair;Brown Tabby/White
A802705;*Jon;08/25/2019 03:36:00 PM;07/30/2019;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair;White/Brown Tabby
A822526;;10/09/2020 02:37:00 PM;09/03/2020;Return to Owner;;Dog;Intact Male;1 month;Labrador Retriever Mix;Black
A789168;*Tater Tot;03/02/2019 02:39:00 PM;02/16/2018;Adoption;;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Black/White
A788532;;02/08/2019 04:49:00 PM;02/04/2017;Transfer;Snr;Cat;Unknown;2 years;Domestic Shorthair Mix;Brown Tabby/White
A812005;;01/19/2020 10:17:00 AM;01/14/2019;Transfer;Snr;Cat;Spayed Female;1 year;Domestic Shorthair;Blue
A816939;Snuggles;05/28/2020 11:36:00 AM;05/03/2013;Rto-Adopt;;Dog;Neutered Male;7 years;Australian Shepherd Mix;Brown Brindle/Black
A796670;;06/08/2019 07:01:00 PM;06/04/2017;Transfer;Partner;Dog;Neutered Male;2 years;Yorkshire Terrier;Tan/White
A788403;*Chuck;09/19/2019 10:43:00 AM;02/01/2018;Adoption;Foster;Dog;Neutered Male;1 year;Chinese Sharpei/Black Mouth Cur;Tan
A807490;;11/02/2019 01:25:00 PM;10/03/2019;Transfer;Partner;Cat;Intact Male;4 weeks;Domestic Shorthair;Brown Tabby
A795944;*Ginger;06/25/2019 05:46:00 PM;04/19/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Brown Tabby
A819391;*Cairo;07/20/2020 12:50:00 PM;06/27/2019;Adoption;;Dog;Neutered Male;1 year;Pit Bull;Red/White
A795923;;06/04/2019 12:48:00 PM;05/04/2019;Transfer;Partner;Cat;Intact Male;4 weeks;Domestic Shorthair Mix;Brown Tabby
A804086;;09/10/2019 02:38:00 PM;08/19/2019;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Brown Tabby/White
A825303;*Morris;12/17/2020 11:25:00 AM;11/01/2017;Transfer;Partner;Dog;Neutered Male;3 years;Pit Bull;Black Brindle
A792785;*Badger;05/30/2019 08:18:00 AM;03/11/2019;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black/White
A804560;;09/19/2019 09:14:00 AM;09/08/2019;Transfer;Partner;Cat;Unknown;1 weeks;Domestic Shorthair Mix;Blue
A804031;*Fluff;11/05/2019 07:59:00 AM;08/09/2019;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair;Brown Tabby
A802151;*Ozzy;11/29/2019 10:37:00 AM;07/09/2019;Adoption;;Cat;Neutered Male;4 months;Domestic Shorthair;Blue Tabby
A810442;;12/17/2019 10:40:00 AM;07/13/2019;Transfer;Snr;Cat;Intact Female;5 months;Domestic Shorthair;Black
A820885;Cleo;08/07/2020 11:49:00 AM;05/01/2020;Adoption;;Cat;Intact Female;3 months;Domestic Shorthair Mix;Torbie
A739297;Mycah;08/05/2020 05:16:00 PM;10/15/2016;Return to Owner;;Dog;Neutered Male;3 years;Pit Bull Mix;Black/White
A793377;*Billie Jo;05/03/2019 01:54:00 PM;04/24/2017;Adoption;;Dog;Spayed Female;2 years;Australian Kelpie Mix;Tan
A825829;;11/16/2020 06:44:00 PM;10/08/2020;Transfer;Partner;Cat;Intact Male;1 month;Domestic Shorthair Mix;Blue/White
A796487;Archie;06/12/2019 05:34:00 PM;06/02/2017;Adoption;;Dog;Neutered Male;2 years;Chihuahua Shorthair/Pug;Brown/Black
A816787;;05/01/2020 01:00:00 PM;02/13/2020;Transfer;Partner;Dog;Intact Female;2 months;Chihuahua Shorthair;Black/Brown
A797010;*Malibu;06/28/2019 03:23:00 PM;04/23/2019;Transfer;Partner;Cat;Intact Female;2 months;Domestic Medium Hair Mix;Black
A797887;;06/24/2019 06:12:00 PM;06/04/2019;Disposal;;Dog;Unknown;2 weeks;Yorkshire Terrier;Black
A808990;;11/21/2019 03:07:00 PM;11/17/2017;Transfer;Snr;Cat;Unknown;2 years;Russian Blue Mix;Blue
A803103;*Kb;09/28/2019 12:59:00 PM;07/12/2019;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair;Black/White
A810138;Antler;12/11/2019 12:44:00 PM;07/07/2019;Transfer;Partner;Dog;Intact Male;5 months;Cairn Terrier;White
A809782;Ari;12/01/2019 05:18:00 PM;07/01/2018;Adoption;;Dog;Neutered Male;1 year;German Shepherd/Great Pyrenees;Cream
A793746;;04/29/2019 06:29:00 PM;04/07/2019;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Black/White
A810783;;12/26/2019 04:47:00 PM;10/05/2019;Adoption;;Dog;Spayed Female;2 months;Labrador Retriever Mix;Black/White
A793736;Rainier;04/30/2019 12:03:00 PM;03/17/2019;Transfer;Partner;Dog;Neutered Male;1 month;German Shepherd Mix;Brown/Black
A823463;*Lubert;11/08/2020 12:41:00 PM;09/24/2019;Adoption;;Dog;Neutered Male;1 year;Chihuahua Shorthair;Red
A802798;Luna;08/26/2019 05:33:00 PM;03/23/2019;Rto-Adopt;;Dog;Spayed Female;5 months;Beagle;Brown
A813318;Fido Alejandro;02/11/2020 02:22:00 PM;02/07/2019;Transfer;Partner;Dog;Neutered Male;1 year;Dachshund;Brown/Cream
A787099;*Rusty;05/21/2019 09:36:00 PM;01/07/2017;Adoption;;Dog;Neutered Male;2 years;Labrador Retriever Mix;Red
A788111;Big Boy;01/26/2019 07:00:00 PM;07/26/2018;Return to Owner;;Dog;Intact Male;6 months;Beagle Mix;Tan/Black
A788881;Friend;02/13/2019 04:40:00 PM;02/10/2016;Return to Owner;;Dog;Neutered Male;3 years;American Pit Bull Terrier Mix;Blue Tiger/White
A797847;;06/19/2019 05:17:00 PM;04/18/2019;Transfer;Partner;Dog;Intact Female;2 months;Jack Russell Terrier/Beagle;Brown/White
A803931;*Suki;10/20/2019 03:04:00 PM;08/09/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Medium Hair;Torbie
A797454;Phillip;06/14/2019 03:45:00 PM;03/13/2016;Return to Owner;;Dog;Neutered Male;3 years;Australian Shepherd Mix;Brown Merle
A822134;;08/27/2020 01:13:00 PM;08/27/2018;Euthanasia;Rabies Risk;Other;Unknown;2 years;Bat;Brown
A826656;;12/08/2020 06:07:00 PM;12/03/2018;Adoption;;Dog;Spayed Female;2 years;German Shepherd/Siberian Husky;Black/Tan
A816062;;04/04/2020 02:18:00 PM;04/04/2019;Euthanasia;Rabies Risk;Other;Unknown;1 year;Skunk;Black/White
A804726;Binx;10/13/2019 04:21:00 PM;09/18/2017;Adoption;;Dog;Neutered Male;2 years;Labrador Retriever Mix;Black
A792891;*Poison Ivy;04/18/2019 04:14:00 PM;04/04/2019;Transfer;Partner;Other;Unknown;2 weeks;Guinea Pig Mix;Black/White
A817979;;06/08/2020 07:04:00 PM;05/29/2019;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Brown
A825390;;12/29/2020 01:23:00 PM;10/26/2020;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair;Black
A797749;*Prometheus;03/14/2020 11:28:00 AM;06/17/2015;Adoption;Foster;Dog;Neutered Male;4 years;Pit Bull;Blue
A801963;Warsaw;03/11/2020 06:58:00 PM;08/11/2019;Adoption;;Cat;Neutered Male;7 months;Domestic Shorthair;Orange Tabby/White
A793680;;04/28/2019 03:01:00 PM;04/25/2019;Euthanasia;Suffering;Cat;Unknown;3 days;Domestic Shorthair Mix;Blue Tabby
A786264;Axel;01/22/2019 04:56:00 PM;12/20/2014;Adoption;Foster;Dog;Neutered Male;4 years;Cairn Terrier Mix;Tricolor/White
A819289;;06/29/2020 11:26:00 AM;06/25/2018;Euthanasia;Suffering;Cat;Neutered Male;2 years;Domestic Shorthair;Brown Tabby
A808692;*Pirate;12/04/2019 12:58:00 PM;11/13/2011;Adoption;;Cat;Neutered Male;8 years;Siamese;Lynx Point
A821379;;08/13/2020 03:05:00 PM;05/10/2020;Transfer;Partner;Cat;Intact Female;3 months;Siamese;Lynx Point
A795619;Rocky;05/15/2020 10:26:00 AM;05/22/2017;Return to Owner;;Dog;Intact Male;2 years;Pit Bull;Blue/White
A798928;*Django;08/22/2019 05:31:00 PM;04/17/2019;Adoption;;Cat;Neutered Male;4 months;Domestic Shorthair;Orange Tabby/White
A810152;*Cilantro;01/14/2020 04:34:00 PM;12/08/2017;Adoption;;Dog;Spayed Female;2 years;Pit Bull Mix;Blue/White
A815891;;03/29/2020 10:08:00 AM;03/29/2015;Euthanasia;Suffering;Dog;Intact Female;5 years;Miniature Poodle;White
A827150;;12/15/2020 12:12:00 PM;12/14/2018;Transfer;Partner;Cat;Intact Male;2 years;Domestic Shorthair;Orange/White
A797883;;06/24/2019 03:06:00 PM;08/19/2018;Transfer;Partner;Dog;Intact Female;10 months;Standard Schnauzer;Gray/White
A788750;Ricky;02/21/2019 12:25:00 PM;02/08/2017;Return to Owner;;Dog;Neutered Male;2 years;Chihuahua Shorthair/Dachshund;Black
A815586;Lourdes;03/23/2020 05:25:00 PM;01/05/2020;Transfer;Partner;Dog;Intact Female;2 months;Chihuahua Shorthair;Black/Brown
A815072;*Travis;12/01/2020 01:47:00 PM;03/10/2017;Adoption;Foster;Dog;Neutered Male;3 years;Labrador Retriever;Yellow
A789339;Cheeto;02/27/2019 12:16:00 PM;02/19/2010;Transfer;Partner;Dog;Neutered Male;9 years;Chihuahua Shorthair Mix;Brown/White
A818418;Roxy;07/20/2020 11:43:00 AM;06/08/2015;Adoption;;Dog;Spayed Female;5 years;German Shepherd Mix;Brown/Black
A787259;;01/14/2019 04:14:00 PM;10/14/2018;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Calico
A739384;April;07/05/2019 10:16:00 AM;06/08/2016;Adoption;;Dog;Spayed Female;3 years;Dachshund/Chihuahua Shorthair;Black/Brown
A799153;;07/09/2019 03:23:00 PM;07/05/2017;Transfer;Partner;Dog;Intact Female;2 years;Dachshund;Red
A709297;Sirius;06/01/2019 11:18:00 AM;08/13/2013;Return to Owner;;Dog;Neutered Male;5 years;German Shepherd Mix;Black/White
A718284;Luna;11/18/2019 04:43:00 PM;12/26/2011;Return to Owner;;Dog;Spayed Female;7 years;Pit Bull Mix;Brown/White
A791855;*Bruce;04/09/2019 02:15:00 PM;04/01/2015;Transfer;Partner;Cat;Neutered Male;4 years;Domestic Shorthair Mix;Brown Tabby/White
A770624;Scarlet;03/15/2020 03:00:00 PM;04/22/2014;Return to Owner;;Dog;Spayed Female;5 years;Australian Shepherd Mix;Red/White
A788253;Mr.Lahey;02/03/2019 05:59:00 PM;01/29/2018;Adoption;;Dog;Neutered Male;1 year;German Shepherd Mix;Tricolor
A816968;;07/14/2020 01:38:00 PM;04/04/2020;Adoption;Foster;Cat;Spayed Female;3 months;Domestic Shorthair;Blue
A795704;*Saffron;07/03/2019 12:08:00 PM;04/24/2019;Adoption;Foster;Cat;Neutered Male;2 months;American Shorthair;Blue Tabby/White
A821549;;08/17/2020 01:05:00 PM;08/13/2018;Euthanasia;Rabies Risk;Other;Unknown;2 years;Bat;Brown/Brown
A770594;Louis;07/05/2019 05:06:00 PM;11/22/2017;Adoption;;Dog;Neutered Male;1 year;Dalmatian Mix;White/Black
A808854;Bonnie;11/18/2019 07:37:00 PM;10/14/2019;Transfer;Partner;Dog;Intact Female;5 weeks;Miniature Poodle Mix;White/Brown
A818724;;06/17/2020 08:45:00 AM;12/13/2019;Euthanasia;At Vet;Dog;Unknown;6 months;Labrador Retriever Mix;Brown Brindle
A822841;Scar;10/03/2020 01:52:00 PM;09/10/2016;Adoption;;Dog;Neutered Male;4 years;Rottweiler;Black/Brown
A813030;;02/09/2020 03:24:00 PM;02/02/2018;Adoption;;Dog;Neutered Male;2 years;Siberian Husky;Gray/White
A802201;Luna;08/29/2019 02:09:00 PM;08/15/2017;Transfer;Partner;Dog;Spayed Female;2 years;Pit Bull;White
A815157;*Archibald;03/26/2020 01:37:00 PM;03/11/2019;Rto-Adopt;;Cat;Neutered Male;1 year;Domestic Shorthair;Brown Tabby
A800187;;07/21/2019 11:11:00 AM;07/17/2018;Transfer;Snr;Cat;Unknown;1 year;Abyssinian;Brown
A792129;;05/08/2019 12:20:00 PM;02/06/2019;Transfer;Partner;Dog;Spayed Female;2 months;Australian Cattle Dog Mix;Black/White
A802063;;08/14/2019 12:00:00 AM;06/13/2019;Died;In Kennel;Dog;Intact Male;2 months;Chihuahua Longhair Mix;White/Chocolate
A812136;Harvey;01/21/2020 02:42:00 PM;01/16/2008;Transfer;Partner;Cat;Neutered Male;12 years;Domestic Shorthair;Black
A807609;*Duke;10/17/2020 03:04:00 PM;05/01/2018;Transfer;Partner;Dog;Neutered Male;2 years;Pit Bull;Blue/White
A798914;;07/05/2019 03:22:00 PM;05/18/2019;Transfer;Partner;Dog;Intact Male;1 month;Labrador Retriever;Yellow
A790589;*Ernst;04/12/2019 04:49:00 PM;03/12/2018;Adoption;;Dog;Neutered Male;1 year;German Shepherd Mix;Brown/Black
A751240;*Selma;07/22/2020 12:38:00 PM;06/05/2016;Transfer;Snr;Cat;Spayed Female;4 years;Domestic Shorthair Mix;Torbie
A787168;;01/12/2019 04:35:00 PM;01/08/2017;Adoption;;Dog;Spayed Female;2 years;Doberman Pinsch Mix;Black/Tan
A742220;Scout;02/01/2020 05:04:00 PM;01/17/2015;Adoption;;Dog;Neutered Male;5 years;Golden Retriever Mix;Buff/White
A787914;*Dixon;01/30/2019 06:34:00 PM;01/22/2018;Adoption;;Dog;Neutered Male;1 year;German Shepherd Mix;Black Smoke
A825565;;11/21/2020 12:12:00 PM;09/21/2020;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair;Blue Tabby
A811967;Billy Bob;01/15/2020 03:15:00 PM;12/13/2016;Transfer;Partner;Dog;Neutered Male;3 years;Miniature Poodle Mix;Gray/Black
A639605;Junior;09/07/2020 12:29:00 PM;10/14/2008;Return to Owner;;Dog;Neutered Male;11 years;Bruss Griffon;Tan
A818071;;06/01/2020 01:17:00 PM;05/10/2020;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Calico
A803808;*Colby;10/10/2019 01:03:00 PM;07/24/2019;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair;Brown Tabby/White
A789607;Nola;03/07/2019 03:37:00 PM;02/24/2015;Return to Owner;;Dog;Spayed Female;4 years;Pit Bull/Boxer;White/Brown
A822524;*Blanche;10/15/2020 07:34:00 AM;07/20/2020;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair;Black
A814521;Max;03/02/2020 05:31:00 PM;03/01/2018;Return to Owner;;Dog;Intact Male;2 years;German Shepherd Mix;Brown/Black
A827311;;12/19/2020 11:09:00 AM;12/18/2018;Return to Owner;;Dog;Intact Male;2 years;Standard Schnauzer;White/Brown
A824424;;10/23/2020 12:50:00 PM;08/14/2020;Transfer;Partner;Cat;Intact Male;2 months;Domestic Shorthair Mix;Black
A818111;Polar;10/20/2020 11:15:00 AM;10/02/2019;Transfer;Partner;Dog;Neutered Male;1 year;Pit Bull/Boxer;White
A805066;Athena;09/29/2019 05:59:00 PM;07/21/2019;Adoption;;Dog;Spayed Female;2 months;Pit Bull;Sable/White
A803614;Bryce;09/10/2019 12:03:00 PM;09/03/2017;Transfer;Partner;Dog;Neutered Male;2 years;Chihuahua Shorthair Mix;Brown/Tricolor
A824139;;10/11/2020 09:40:00 AM;10/07/2010;Transfer;Partner;Dog;Intact Female;10 years;Chihuahua Shorthair;Black
A804602;Max;09/17/2019 01:29:00 PM;09/16/2017;Return to Owner;;Dog;Intact Male;2 years;Pit Bull;White/Blue
A785757;*Sprout;01/08/2019 02:06:00 PM;12/09/2016;Transfer;Partner;Dog;Intact Male;2 years;Labrador Retriever/Boxer;Brown/White
A809393;Coco;11/29/2019 12:28:00 PM;11/23/2016;Transfer;Partner;Dog;Neutered Male;3 years;Chihuahua Shorthair Mix;Tricolor
A796248;Ivory;05/31/2019 11:09:00 AM;05/30/2015;Return to Owner;;Dog;Spayed Female;4 years;Basenji;Cream/Tan
A822059;Nini;08/26/2020 11:45:00 AM;08/25/2018;Transfer;Partner;Dog;Unknown;2 years;Toy Poodle;White
A824391;;10/14/2020 08:12:00 AM;10/13/2018;Disposal;;Other;Unknown;2 years;Bat;Brown
A797810;*Delta;08/24/2019 05:46:00 PM;06/17/2019;Adoption;Foster;Dog;Spayed Female;2 months;German Shepherd/Australian Cattle Dog;Black/Brown
A790388;Lacy;03/11/2019 11:45:00 AM;03/11/2009;Return to Owner;;Dog;Intact Female;10 years;German Shepherd Mix;Brown/Black
A821464;;08/13/2020 09:32:00 AM;08/12/2018;Euthanasia;Rabies Risk;Other;Unknown;2 years;Bat;Brown
A799215;;07/10/2019 04:17:00 PM;10/06/2018;Transfer;Snr;Cat;Unknown;9 months;Domestic Shorthair;Black
A822389;Woodrows;09/05/2020 04:56:00 PM;09/05/2005;Return to Owner;;Dog;Neutered Male;15 years;Shih Tzu;Gray/White
A790492;Nanook;03/16/2019 12:47:00 PM;03/11/2018;Adoption;;Dog;Neutered Male;1 year;Siberian Husky Mix;Black/White
A796675;Max;06/08/2019 05:00:00 PM;03/04/2019;Adoption;;Dog;Neutered Male;3 months;German Shepherd Mix;Brown/Black
A806093;Lincoln;10/11/2019 03:49:00 PM;10/09/2011;Transfer;Partner;Dog;Neutered Male;8 years;Toy Poodle;White
A804030;Peach;10/15/2019 05:48:00 PM;07/18/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair;Brown Tabby
A807988;*Yamir;11/22/2019 11:55:00 AM;11/02/2017;Transfer;Snr;Cat;Intact Male;2 years;Domestic Shorthair;Brown Tabby/White
A815693;*Pepperoni;06/02/2020 07:37:00 AM;03/23/2018;Adoption;Foster;Cat;Neutered Male;2 years;Domestic Shorthair;White/Orange
A827164;;12/21/2020 04:55:00 PM;12/15/2018;Adoption;;Dog;Spayed Female;2 years;Mastiff;Brown Brindle
A790503;Mary;09/13/2019 05:25:00 PM;03/11/2007;Adoption;;Cat;Spayed Female;12 years;Domestic Shorthair Mix;White/Black
A791851;Jerry;04/02/2019 11:26:00 AM;04/01/2017;Return to Owner;;Cat;Neutered Male;2 years;Domestic Shorthair Mix;White/Blue
A788442;;02/06/2019 05:18:00 PM;08/06/2018;Adoption;;Cat;Neutered Male;6 months;Domestic Shorthair Mix;Blue
A797291;;06/11/2019 06:13:00 PM;05/27/2019;Transfer;Partner;Cat;Unknown;2 weeks;Domestic Shorthair;Black
A780493;Kentucky;06/03/2019 03:22:00 PM;09/15/2017;Adoption;Foster;Dog;Neutered Male;1 year;Pit Bull Mix;Tan/White
A801780;;08/16/2019 06:04:00 PM;06/09/2019;Adoption;;Dog;Neutered Male;2 months;Labrador Retriever;Brown Merle
A750637;;02/17/2019 04:47:00 PM;05/29/2013;Transfer;Snr;Cat;Neutered Male;5 years;Domestic Shorthair Mix;Black
A812717;Lola;07/01/2020 11:05:00 AM;06/27/2008;Adoption;Foster;Cat;Spayed Female;12 years;Domestic Shorthair Mix;Blue/White
A770200;Jayla;04/18/2020 09:54:00 AM;04/16/2017;Adoption;Foster;Dog;Spayed Female;3 years;Pit Bull Mix;White/Blue
A824147;*Edgar;11/03/2020 08:44:00 AM;08/31/2020;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair;Brown Tabby/White
A815174;Coco;03/13/2020 05:24:00 PM;03/11/2019;Return to Owner;;Dog;Intact Female;1 year;Chihuahua Shorthair;Tan/White
A796556;162 Grams;06/03/2019 10:27:00 AM;05/19/2019;Transfer;Partner;Cat;Intact Female;2 weeks;Domestic Shorthair;Black
A801527;*Stan;08/21/2019 04:25:00 PM;02/05/2019;Transfer;Partner;Dog;Neutered Male;6 months;Labrador Retriever Mix;Tan
A789730;Kash;02/26/2019 06:45:00 PM;02/26/2018;Return to Owner;;Dog;Intact Male;1 year;Pit Bull Mix;White/Blue
A710066;June;05/24/2019 03:39:00 PM;08/17/2013;Transfer;Snr;Cat;Spayed Female;5 years;Domestic Longhair Mix;Brown Tabby
A824937;;10/23/2020 05:00:00 PM;09/29/2020;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair;Orange Tabby/White
A807458;;10/29/2019 01:57:00 PM;04/28/2019;Adoption;;Dog;Neutered Male;6 months;Wire Hair Fox Terrier;Black/Brown
A644349;Ginger;09/12/2020 02:16:00 PM;12/24/2010;Transfer;Partner;Dog;Spayed Female;9 years;Pit Bull Mix;Brown Brindle/White
A804390;;09/14/2019 03:10:00 PM;08/24/2019;Transfer;Partner;Cat;Unknown;3 weeks;Domestic Shorthair;Brown Tabby/White
A825871;;11/21/2020 02:58:00 PM;11/14/2010;Euthanasia;Suffering;Cat;Intact Female;10 years;Domestic Longhair;Blue/White
A793032;;04/18/2019 05:59:00 PM;03/28/2019;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Calico
A801435;;08/09/2019 03:44:00 PM;05/09/2019;Transfer;Partner;Dog;Intact Male;3 months;Labrador Retriever;Black
A799815;Yeti;07/17/2019 06:18:00 PM;07/12/2018;Adoption;;Dog;Neutered Male;1 year;Siberian Husky;Black/White
