;index;Animal ID;Name;DateTime;Date of Birth;Outcome Type;Outcome Subtype;Animal Type;Sex upon Outcome;Age upon Outcome;Breed;Color
29289;122683;A788714;Lady;02/11/2019 05:13:00 PM;08/14/2018;Adoption;;Dog;Spayed Female;5 months;Chihuahua Longhair Mix;Tan/Fawn
29290;122684;A805851;Blue;11/07/2019 02:21:00 PM;10/02/2015;Transfer;Partner;Cat;Neutered Male;4 years;Domestic Shorthair;Blue
29291;122688;A805300;Juju;10/19/2019 04:32:00 PM;01/25/2019;Adoption;;Dog;Intact Male;8 months;Pit Bull;Fawn/White
29292;122694;A800061;Paisley;07/23/2019 06:58:00 PM;12/16/2018;Adoption;;Dog;Spayed Female;7 months;Pit Bull Mix;Gray
29293;122699;A804215;*Cortez;12/18/2019 03:32:00 PM;03/11/2019;Adoption;;Dog;Neutered Male;9 months;Labrador Retriever;Black
29294;122700;A819322;*Olivia;09/08/2020 09:09:00 AM;05/25/2020;Adoption;Foster;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Brown Tabby/White
29295;122702;A785580;Luna;02/07/2019 08:22:00 AM;12/05/2017;Adoption;Foster;Dog;Spayed Female;1 year;Chihuahua Shorthair Mix;Tan
29296;122705;A806898;*Panther;10/31/2019 02:23:00 PM;10/17/2017;Transfer;Partner;Dog;Intact Male;2 years;Labrador Retriever;Black
29297;122706;A816762;*Rolfe;05/27/2020 04:34:00 PM;04/27/2018;Adoption;;Dog;Neutered Male;2 years;German Shepherd;Black/Tan
29298;122707;A810197;;12/13/2019 06:14:00 PM;10/13/2019;Adoption;;Dog;Spayed Female;1 month;Border Terrier;Black
29299;122722;A790523;Bordeaux;10/05/2019 01:40:00 PM;03/11/2018;Transfer;Partner;Dog;Intact Male;1 year;Boxer Mix;Brown/White
29300;122726;A795246;Dash;05/21/2019 12:13:00 PM;05/18/2015;Transfer;Partner;Dog;Neutered Male;4 years;Cocker Spaniel/Labrador Retriever;Tricolor/Brown
29301;122735;A793008;*Novak;04/30/2019 03:34:00 PM;10/18/2017;Transfer;Partner;Dog;Neutered Male;1 year;Black Mouth Cur Mix;Tan/Black
29302;122736;A799768;;07/14/2019 06:00:00 PM;05/11/2019;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair;Lynx Point
29303;122737;A799747;*262 Grams;07/11/2019 03:30:00 PM;06/19/2019;Transfer;Partner;Cat;Unknown;3 weeks;Domestic Shorthair;Black
29304;122742;A802343;;10/15/2019 02:15:00 PM;07/26/2019;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair;Brown Tabby
29305;122756;A817211;;12/09/2020 09:39:00 AM;04/17/2020;Adoption;Foster;Cat;Spayed Female;7 months;Domestic Shorthair;Brown Tabby/White
29306;122757;A821656;;08/20/2020 05:41:00 PM;08/16/2018;Adoption;;Dog;Neutered Male;2 years;Beagle;Brown/White
29307;122764;A787114;Kye;01/10/2019 07:05:00 PM;01/07/2015;Return to Owner;;Dog;Spayed Female;4 years;Labrador Retriever Mix;Brown/White
29308;122767;A797185;Dalila;06/12/2019 01:07:00 PM;03/10/2019;Adoption;;Dog;Spayed Female;3 months;Anatol Shepherd Mix;Brown/Tricolor
29309;122769;A808270;;11/21/2019 06:54:00 PM;11/06/2017;Transfer;Snr;Cat;Neutered Male;2 years;Domestic Shorthair;Cream Tabby/White
29310;122779;A806159;Booger;10/15/2019 11:46:00 AM;10/06/2018;Return to Owner;;Cat;Neutered Male;1 year;Domestic Shorthair;Black
29311;122780;A813326;Zeus;02/14/2020 02:43:00 PM;02/08/2016;Transfer;Partner;Dog;Intact Male;4 years;Boxer Mix;Red/White
29312;122781;A795662;*Fergus;12/16/2019 01:41:00 PM;05/23/2018;Transfer;Partner;Dog;Neutered Male;1 year;Redbone Hound/Labrador Retriever;Red/White
29313;122782;A822114;Roman;09/12/2020 11:17:00 AM;08/26/2015;Adoption;;Dog;Neutered Male;5 years;Pit Bull;Blue/White
29314;122785;A814458;Scarlett;03/03/2020 05:52:00 PM;11/29/2019;Transfer;Partner;Cat;Neutered Male;3 months;Domestic Shorthair Mix;White/Brown Tabby
29315;122794;A800455;Snow;07/23/2019 10:08:00 AM;01/21/2018;Return to Owner;;Dog;Spayed Female;1 year;American Pit Bull Terrier Mix;White/Tan
29316;122796;A826288;;11/24/2020 11:36:00 AM;11/01/2020;Transfer;Partner;Dog;Intact Male;3 weeks;Labrador Retriever;Black
29317;122799;A815451;Puffy;04/28/2020 02:00:00 PM;03/15/2018;Adoption;Foster;Cat;Spayed Female;2 years;Siamese;Lynx Point
29318;122807;A789937;;03/07/2019 02:27:00 PM;03/02/2018;Transfer;Partner;Dog;Spayed Female;1 year;Chihuahua Longhair Mix;Tricolor/Brown
29319;122808;A825210;Tigger;10/31/2020 01:32:00 PM;10/30/2000;Return to Owner;;Cat;Neutered Male;20 years;Oriental Sh;Silver Tabby
29320;122811;A812608;Negrita;02/25/2020 12:24:00 PM;01/25/2019;Transfer;Partner;Dog;Spayed Female;1 year;Chihuahua Shorthair;Black
29321;122812;A796170;;05/30/2019 12:00:00 AM;05/28/2019;Transfer;Partner;Other;Unknown;2 days;Rabbit Sh;White/Gray
29322;122813;A799349;;07/11/2019 12:00:00 AM;07/07/2016;Transfer;Snr;Cat;Intact Female;3 years;Domestic Shorthair;Tortie
29323;122821;A816723;*Elroy;06/12/2020 08:34:00 AM;04/26/2008;Euthanasia;At Vet;Dog;Neutered Male;12 years;Labrador Retriever;Tan
29324;122825;A789987;London;03/22/2019 01:53:00 PM;03/02/2015;Transfer;Partner;Dog;Neutered Male;4 years;Beagle Mix;Red
29325;122829;A807999;;11/06/2019 03:52:00 PM;09/17/2019;Transfer;Partner;Cat;Intact Male;1 month;Domestic Shorthair;Brown Tabby
29326;122835;A812708;;01/27/2020 11:15:00 AM;01/27/2018;Died;Enroute;Cat;Intact Female;2 years;Domestic Shorthair;Black/White
29327;122844;A802568;Norma;12/31/2019 12:12:00 PM;06/20/2019;Transfer;Partner;Cat;Spayed Female;6 months;Domestic Shorthair;Calico
29328;122850;A812454;Lulu;01/23/2020 03:51:00 PM;01/22/2018;Transfer;Partner;Dog;Intact Female;2 years;Miniature Schnauzer;Gray/White
29329;122854;A802502;*Riza;08/25/2019 05:03:00 PM;08/19/2018;Adoption;;Dog;Spayed Female;1 year;Siberian Husky;White
29330;122855;A803370;*Sunshine;09/06/2019 03:59:00 PM;08/31/2016;Adoption;;Dog;Spayed Female;3 years;Siberian Husky;Gray/Black
29331;122860;A787420;;01/18/2019 02:43:00 PM;10/12/2018;Transfer;Partner;Dog;Intact Male;3 months;Plott Hound Mix;White/Brown
29332;122863;A805761;Carmella;10/04/2019 03:04:00 PM;10/01/2011;Transfer;Partner;Dog;Spayed Female;8 years;Dachshund/Chihuahua Shorthair;Red/White
29333;122877;A807958;;11/06/2019 11:30:00 AM;11/02/2018;Transfer;Snr;Cat;Unknown;1 year;Domestic Medium Hair;Orange Tabby/White
29334;122880;A811020;Mia Marie;01/03/2020 06:07:00 PM;04/26/2019;Adoption;;Dog;Intact Female;8 months;Pit Bull Mix;Tan/White
29335;122886;A820179;;07/18/2020 12:37:00 PM;06/08/2020;Transfer;Partner;Cat;Intact Male;1 month;Domestic Shorthair;Blue Tabby
29336;122893;A786321;*Buddy;01/11/2019 06:49:00 PM;12/22/2017;Adoption;;Dog;Neutered Male;1 year;Plott Hound Mix;Brown Brindle/White
29337;122894;A791577;;03/31/2019 04:32:00 PM;11/12/2018;Transfer;Partner;Dog;Spayed Female;4 months;Great Pyrenees Mix;White
29338;122899;A790761;Pelona;03/18/2019 03:31:00 PM;03/16/2016;Transfer;Partner;Dog;Intact Female;3 years;Chihuahua Shorthair;Brown/Tricolor
29339;122904;A802612;Monte;08/21/2019 05:59:00 PM;06/25/2018;Transfer;Partner;Dog;Intact Male;1 year;Pomeranian;Black/White
29340;122905;A807982;;11/02/2019 04:51:00 PM;11/02/2014;Euthanasia;Suffering;Cat;Neutered Male;5 years;Domestic Shorthair;Orange
29341;122906;A786944;Smila;10/13/2019 05:30:00 PM;01/06/2010;Adoption;;Cat;Spayed Female;9 years;Domestic Shorthair Mix;Black/White
29342;122907;A779516;Rico;04/06/2019 06:23:00 PM;09/02/2017;Transfer;Partner;Dog;Neutered Male;1 year;Pit Bull;Red/White
29343;122911;A763300;Piggie;08/19/2019 07:06:00 PM;12/07/2016;Return to Owner;;Dog;Intact Female;2 years;Pit Bull Mix;Blue/White
29344;122913;A794424;*Dune;07/03/2019 03:52:00 PM;05/08/2018;Transfer;Partner;Dog;Neutered Male;1 year;Pit Bull;Yellow Brindle
29345;122914;A790646;Maximus;09/09/2019 05:47:00 PM;03/13/2009;Return to Owner;;Cat;Neutered Male;10 years;Domestic Shorthair Mix;White/Brown Tabby
29346;122921;A786491;Zeus;01/06/2019 04:17:00 PM;03/01/2013;Return to Owner;;Dog;Intact Male;5 years;Pit Bull Mix;Blue/White
29347;122927;A805130;;09/23/2019 07:45:00 AM;08/23/2019;Transfer;Partner;Other;Intact Male;4 weeks;Squirrel;Gray
29348;122928;A820440;;08/26/2020 11:49:00 AM;05/24/2020;Adoption;Foster;Cat;Spayed Female;3 months;Domestic Shorthair;Tortie
29349;122932;A825712;Blu;12/07/2020 03:27:00 PM;11/10/2018;Adoption;;Dog;Neutered Male;2 years;Treeing Cur Mix;Brown/White
29350;122936;A799172;Lucky;07/09/2019 05:06:00 PM;07/05/2018;Transfer;Partner;Dog;Neutered Male;1 year;German Shepherd;Black/Brown
29351;122939;A819519;;07/03/2020 02:41:00 PM;05/23/2020;Transfer;Partner;Cat;Intact Male;1 month;Domestic Medium Hair Mix;Blue
29352;122954;A799110;Cali;09/01/2019 04:38:00 PM;01/01/2019;Adoption;;Dog;Spayed Female;7 months;German Shepherd;Black/Tan
29353;122956;A796564;Chico;06/03/2019 11:25:00 AM;06/03/2017;Return to Owner;;Dog;Intact Male;2 years;Rottweiler;Brown Brindle
29354;122958;A826980;*Spoons;12/20/2020 04:42:00 PM;11/10/2019;Adoption;;Dog;Neutered Male;1 year;Pit Bull;White/Blue
29355;122961;A782762;Buddy;01/05/2019 01:51:00 PM;10/20/2017;Transfer;Partner;Dog;Neutered Male;1 year;Australian Cattle Dog Mix;Black/Tricolor
29356;122965;A809408;;11/27/2019 11:23:00 AM;11/23/2018;Adoption;;Dog;Neutered Male;1 year;Chihuahua Shorthair;Black/Tricolor
29357;122968;A804680;;10/22/2019 04:15:00 PM;08/21/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Medium Hair Mix;Brown Tabby
29358;122970;A826215;;11/24/2020 02:32:00 PM;11/22/2017;Euthanasia;Suffering;Dog;Intact Male;3 years;German Shepherd Mix;Black/Tricolor
29359;122971;A826583;;01/02/2021 10:22:00 AM;11/02/2020;Adoption;Foster;Cat;Neutered Male;1 month;Domestic Shorthair;Blue/White
29360;122974;A819646;*Maybelle;07/21/2020 11:07:00 AM;04/02/2020;Transfer;Partner;Cat;Intact Female;3 months;Domestic Shorthair Mix;Calico
29361;122978;A788875;Frank;03/05/2019 02:52:00 PM;07/10/2018;Transfer;Partner;Dog;Neutered Male;7 months;Collie Rough Mix;Tricolor
29362;122983;A807374;;12/04/2019 04:40:00 PM;08/09/2019;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair;White/Black
29363;122985;A773957;*Bear;04/30/2019 02:00:00 PM;12/08/2017;Adoption;Foster;Dog;Neutered Male;1 year;Black Mouth Cur Mix;Brown/Black
29364;122992;A794321;;05/12/2019 07:40:00 PM;05/06/2017;Adoption;;Dog;Spayed Female;2 years;Chihuahua Shorthair Mix;Tan
29365;122994;A801918;Sanai;08/17/2019 07:04:00 PM;08/11/2018;Adoption;;Dog;Spayed Female;1 year;Labrador Retriever;Black/White
29366;122995;A813095;*Mackerel;02/14/2020 06:00:00 PM;02/04/2019;Adoption;;Dog;Neutered Male;1 year;Flat Coat Retriever Mix;Black
29367;122997;A804886;Luna;09/20/2019 07:07:00 PM;04/05/2019;Return to Owner;;Dog;Intact Female;5 months;Toy Poodle;Black
29368;123001;A803598;;09/07/2019 11:02:00 AM;09/03/2017;Transfer;Snr;Cat;Intact Female;2 years;Domestic Medium Hair Mix;Black
29369;123023;A791052;;03/22/2019 12:10:00 PM;01/20/2019;Adoption;;Dog;Spayed Female;1 month;German Shorthair Pointer/Australian Cattle Dog;Chocolate/White
29370;123024;A788859;Tobias;02/16/2019 04:45:00 PM;12/24/2017;Adoption;;Dog;Neutered Male;1 year;Lhasa Apso/Standard Poodle;Gold/Tan
29371;123025;A791342;Jimmy;03/31/2019 12:02:00 PM;03/26/2017;Return to Owner;;Dog;Intact Male;2 years;German Shepherd Mix;Brown/Black
29372;123028;A670407;Buster;09/08/2019 04:53:00 PM;01/07/2011;Return to Owner;;Dog;Neutered Male;8 years;Pit Bull Mix;Brown Brindle/White
29373;123031;A787059;*Skip;01/15/2019 02:19:00 PM;07/07/2017;Transfer;Partner;Dog;Intact Female;1 year;Pit Bull;Black/White
29374;123033;A804287;*Mondo;10/24/2019 05:54:00 PM;08/12/2019;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair;Brown Tabby
29375;123035;A795569;*Naga;07/21/2019 02:01:00 PM;04/29/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair;Torbie
29376;123039;A787103;Shoelace;01/08/2019 11:41:00 AM;09/07/2018;Return to Owner;;Cat;Intact Male;4 months;Siamese Mix;Lynx Point
29377;123047;A819352;*Tulip;09/05/2020 04:06:00 PM;06/19/2020;Adoption;Foster;Dog;Spayed Female;2 months;Labrador Retriever Mix;Black/White
29378;123049;A813436;Merlin;02/29/2020 03:00:00 PM;02/10/2018;Adoption;;Cat;Neutered Male;2 years;Domestic Shorthair;Black/Black
29379;123051;A805193;*Dali;07/31/2020 08:55:00 AM;08/23/2019;Adoption;Foster;Cat;Neutered Male;11 months;Domestic Shorthair Mix;Brown Tabby
29380;123057;A799257;*Marsha;08/24/2019 03:50:00 PM;06/13/2019;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair;Brown Tabby
29381;123062;A821219;*Pearl;08/19/2020 06:46:00 PM;08/06/2018;Transfer;Partner;Dog;Spayed Female;2 years;Australian Cattle Dog;White
29382;123076;A793380;Jezebel;08/04/2019 05:28:00 PM;04/24/2016;Adoption;;Dog;Spayed Female;3 years;Cairn Terrier Mix;Brown
29383;123079;A826615;*Darlin;12/18/2020 10:15:00 AM;12/02/2019;Transfer;Partner;Dog;Spayed Female;1 year;German Shepherd Mix;Tan/White
29384;123083;A800279;;07/29/2019 02:52:00 PM;07/18/2018;Transfer;Snr;Cat;Intact Female;1 year;Domestic Shorthair;Calico
29385;123093;A827808;*Millie;01/05/2021 05:25:00 PM;12/31/2018;;;Dog;Spayed Female;2 years;Miniature Poodle Mix;White
29386;123094;A789784;Marc;02/28/2019 06:23:00 PM;07/28/2018;Adoption;;Dog;Neutered Male;7 months;Papillon Mix;Tricolor
29387;123095;A812591;Cookie;01/05/2021 05:25:00 PM;06/26/2019;;;Dog;Spayed Female;1 year;American Bulldog Mix;White/Black
29388;123096;A825836;*Lionel;01/05/2021 05:26:00 PM;11/13/2018;Adoption;;Cat;Neutered Male;2 years;Domestic Shorthair;Cream Tabby
29389;123097;A827821;;01/05/2021 06:14:00 PM;12/31/2018;Adoption;;Dog;Neutered Male;2 years;Chihuahua Shorthair;White/Brown
29390;123098;A827712;;01/05/2021 05:47:00 PM;02/29/2020;;;Dog;Spayed Female;10 months;German Shepherd;Tan/Black
29391;123099;A827823;Winnie;01/05/2021 11:22:00 AM;12/31/2010;Transfer;Partner;Dog;Spayed Female;10 years;Maltese;White/White
29392;123100;A820349;Wyatt;07/20/2020 11:35:00 AM;10/17/2019;Transfer;Partner;Dog;Intact Male;9 months;Miniature Schnauzer Mix;Black/Brown
29393;123101;A824939;*Bernie;01/06/2021 09:24:00 AM;10/01/2020;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair;Brown Tabby
29394;123102;A826674;*Nicola;01/05/2021 02:00:00 PM;12/03/2015;Adoption;;Cat;Spayed Female;5 years;Domestic Shorthair Mix;Tortie
29395;123103;A825106;Luey;01/06/2021 09:25:00 AM;10/28/2018;Rto-Adopt;;Cat;Neutered Male;2 years;Domestic Shorthair;Blue
29396;123104;A797116;Zola;01/06/2021 10:43:00 AM;06/09/2013;Adoption;Foster;Dog;Spayed Female;7 years;Australian Cattle Dog/Labrador Retriever;Black/White
29397;123105;A821128;Oreo;01/06/2021 10:22:00 AM;07/04/2019;Rto-Adopt;;Cat;Neutered Male;1 year;Domestic Medium Hair;White/Black
29398;123106;A827811;;01/06/2021 11:35:00 AM;01/01/2014;Transfer;Partner;Dog;Neutered Male;7 years;Miniature Poodle;White
29399;123107;A824835;*Kodiak;01/06/2021 11:59:00 AM;04/22/2020;Adoption;Foster;Dog;Neutered Male;8 months;German Shepherd/Alaskan Husky;Black/Brown
29400;123108;A812265;*Kipo;01/06/2021 12:58:00 PM;07/18/2018;Adoption;Foster;Dog;Neutered Male;2 years;Pit Bull;Blue/White
29401;123109;A827936;;01/06/2021 12:38:00 PM;03/04/2020;Return to Owner;;Dog;Intact Male;10 months;Miniature Schnauzer Mix;Black
29402;123110;A815074;Victor;01/06/2021 01:32:00 PM;03/10/2006;Adoption;Foster;Dog;Neutered Male;14 years;Rat Terrier;Tricolor
29403;123111;A828021;Hax;01/06/2021 01:48:00 PM;01/05/2010;Return to Owner;;Dog;Intact Female;11 years;Siberian Husky;Black/White
29404;123112;A824742;;01/06/2021 01:54:00 PM;09/15/2020;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Orange Tabby/White
29405;123113;A827482;*Mo;01/06/2021 03:10:00 PM;12/22/2017;Adoption;;Dog;Neutered Male;3 years;German Shepherd Mix;Tan/Black
29406;123114;A823661;Apollo Buddy;01/06/2021 03:09:00 PM;12/28/2019;Return to Owner;;Dog;Intact Male;1 year;Dachshund/Chihuahua Shorthair;Brown
29407;123115;A813682;Jax;01/06/2021 04:05:00 PM;08/16/2018;Adoption;;Dog;Neutered Male;2 years;Siberian Husky;Gray/Black
29408;123116;A827807;*Riley;01/06/2021 04:56:00 PM;12/31/2017;Adoption;;Dog;Spayed Female;3 years;Beagle/Dachshund;Red Tick
29409;123117;A827738;*Maggie;01/06/2021 04:05:00 PM;12/30/2018;Adoption;;Dog;Spayed Female;2 years;Great Dane;Black/White
29410;123118;A827973;;01/06/2021 04:05:00 PM;09/04/2020;Adoption;;Dog;Spayed Female;4 months;Basset Hound Mix;White/Black
29411;123119;A827574;*Speedy;01/06/2021 05:40:00 PM;03/28/2020;Adoption;;Dog;Neutered Male;9 months;Basenji/Australian Kelpie;Tricolor
29412;123120;A827417;Roxy;01/06/2021 05:59:00 PM;09/01/2019;Return to Owner;;Dog;Spayed Female;1 year;Labrador Retriever Mix;Tan/White
29413;123121;A825076;*Nova;11/30/2020 05:54:00 PM;10/27/2018;Adoption;;Dog;Spayed Female;2 years;Australian Kelpie/Siberian Husky;Brown Brindle/White
29414;123122;A825076;*Nova;01/06/2021 05:51:00 PM;10/27/2018;Adoption;;Dog;Spayed Female;2 years;Australian Kelpie/Siberian Husky;Brown Brindle/White
29415;123123;A828017;Noodle;01/06/2021 06:00:00 PM;01/05/2019;Return to Owner;;Dog;Intact Female;2 years;Chihuahua Shorthair/Dachshund;Fawn/White
29416;123124;A827888;;01/07/2021 03:06:00 PM;06/03/2020;Transfer;Partner;Dog;Intact Male;7 months;Pit Bull;Brown/White
29417;123125;A824921;*Cheese;01/07/2021 08:09:00 AM;08/28/2020;Adoption;Foster;Cat;Neutered Male;4 months;Snowshoe;Lilac Point
29418;123126;A827615;*Schmidt;01/07/2021 09:56:00 AM;12/27/2019;Transfer;Partner;Other;Intact Male;1 year;Guinea Pig;White
29419;123127;A827614;*Winston;01/07/2021 09:56:00 AM;12/27/2019;Transfer;Partner;Other;Intact Male;1 year;Guinea Pig;Tricolor
29420;123128;A823689;*Icarus;01/07/2021 10:36:00 AM;02/04/2020;Adoption;Foster;Cat;Neutered Male;11 months;Domestic Medium Hair;Orange Tabby
29421;123129;A827801;;01/07/2021 11:09:00 AM;07/01/2020;Adoption;;Dog;Neutered Male;6 months;Labrador Retriever Mix;White/Brown
29422;123130;A827347;*Alistair;01/07/2021 11:28:00 AM;06/18/2020;Adoption;Foster;Cat;Neutered Male;6 months;Domestic Shorthair;Cream Tabby
29423;123131;A825002;Timmy;01/06/2021 01:02:00 PM;10/26/2012;Adoption;;Cat;Neutered Male;8 years;Manx Mix;Brown Tabby
29424;123132;A823338;*Nutmeg;01/07/2021 11:56:00 AM;07/22/2020;Adoption;Foster;Cat;Spayed Female;5 months;Domestic Shorthair;Blue Cream
29425;123133;A827240;Ross 8;01/07/2021 12:40:00 PM;12/16/2019;Return to Owner;;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Black/White
29426;123134;A822745;;01/07/2021 12:09:00 PM;08/25/2020;Adoption;Foster;Cat;Neutered Male;4 months;Domestic Shorthair;Orange Tabby
29427;123135;A828068;Binky;01/07/2021 12:22:00 PM;01/06/2019;Return to Owner;;Dog;Intact Female;2 years;Miniature Poodle/Maltese;Black
29428;123136;A828016;;01/07/2021 11:00:00 AM;11/20/2020;Transfer;Partner;Dog;Intact Male;1 month;Labrador Retriever;Black/White
29429;123137;A822585;*Daisy;01/07/2021 12:05:00 PM;07/29/2020;Adoption;Foster;Cat;Spayed Female;5 months;Domestic Medium Hair;Tortie
29430;123138;A827627;;01/07/2021 12:36:00 PM;12/28/2018;Adoption;;Other;Intact Male;2 years;Rabbit Sh;Brown Brindle
29431;123139;A828014;;01/07/2021 11:00:00 AM;11/20/2020;Transfer;Partner;Dog;Intact Female;1 month;Labrador Retriever;White/Black
29432;123140;A828065;Elliot;01/07/2021 12:23:00 PM;01/06/2019;Return to Owner;;Dog;Intact Male;2 years;Miniature Poodle/Maltese;Black
29433;123141;A828015;;01/07/2021 11:00:00 AM;11/20/2020;Transfer;Partner;Dog;Intact Female;1 month;Labrador Retriever;White/Black
29434;123142;A777512;Envy;01/07/2021 12:31:00 PM;03/29/2018;Return to Owner;;Dog;Intact Female;2 years;Siberian Husky/German Shepherd;Black/Tan
29435;123143;A822588;*Marigold;01/07/2021 12:05:00 PM;07/29/2020;Adoption;Foster;Cat;Spayed Female;5 months;Domestic Medium Hair;Torbie
29436;123144;A822586;*Iris;01/07/2021 12:05:00 PM;07/29/2020;Adoption;Foster;Cat;Spayed Female;5 months;Domestic Medium Hair;Torbie
29437;123145;A761479;Baby Girl;01/07/2021 01:19:00 PM;03/06/2017;Transfer;Partner;Dog;Spayed Female;3 years;Doberman Pinsch Mix;Black/Brown
29438;123146;A826920;Zel;01/07/2021 02:27:00 PM;08/19/2020;Adoption;;Dog;Spayed Female;4 months;German Shepherd;Black/Brown
29439;123147;A789186;Finn;01/07/2021 02:58:00 PM;02/19/2017;Adoption;Foster;Dog;Neutered Male;3 years;Australian Shepherd/Border Collie;Black/Tricolor
29440;123148;A825788;Tiny;01/07/2021 03:07:00 PM;11/12/2018;Adoption;Foster;Dog;Spayed Female;2 years;Chihuahua Shorthair;Brown/White
29441;123149;A825789;*Randy;01/07/2021 03:10:00 PM;11/06/2020;Adoption;Foster;Dog;Neutered Male;2 months;Chihuahua Shorthair Mix;Brown/White
29442;123150;A818216;*Leon;01/07/2021 03:45:00 PM;03/03/2020;Adoption;;Cat;Neutered Male;10 months;Domestic Shorthair;Orange Tabby/White
29443;123151;A824941;*Azul;01/07/2021 03:21:00 PM;10/01/2020;Adoption;Foster;Cat;Spayed Female;3 months;Domestic Shorthair;Brown Tabby
29444;123152;A818215;*Pickles;01/07/2021 03:42:00 PM;03/03/2020;Adoption;;Cat;Neutered Male;10 months;Domestic Shorthair;Cream Tabby/White
29445;123153;A764109;Max;01/07/2021 03:41:00 PM;10/21/2017;Adoption;Foster;Cat;Neutered Male;3 years;Domestic Shorthair Mix;Orange Tabby/White
29446;123154;A824940;*Yogi;01/07/2021 03:24:00 PM;10/01/2020;Adoption;Foster;Cat;Spayed Female;3 months;Domestic Shorthair;Torbie
29447;123155;A827910;*Barkley;01/07/2021 04:23:00 PM;01/03/2019;Transfer;Partner;Dog;Neutered Male;2 years;Chihuahua Shorthair;Brown
29448;123156;A827824;*Cowboy;01/06/2021 04:29:00 PM;10/31/2020;Adoption;;Dog;Neutered Male;2 months;Pit Bull;Chocolate
29449;123157;A828107;Luna;01/07/2021 05:18:00 PM;01/07/2017;Return to Owner;;Dog;Spayed Female;4 years;Great Dane Mix;Black/White
29450;123158;A806844;Barly;10/17/2019 12:41:00 PM;06/10/2017;Return to Owner;;Dog;Spayed Female;2 years;Pit Bull;Brown Brindle/White
29451;123159;A828106;Asher;01/07/2021 05:19:00 PM;01/07/2020;Return to Owner;;Dog;Neutered Male;1 year;Labrador Retriever Mix;Black/White
29452;123160;A806844;Barly;06/22/2020 11:10:00 AM;06/10/2017;Adoption;;Dog;Spayed Female;3 years;Pit Bull;Brown Brindle/White
